address,Private Service Line Material,Public Service Line Material
4157 59 N DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
4157 59 N DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3800 08 N SEELEY AVE,SUSPECTED LEAD,SUSPECTED LEAD
3059 N DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2153 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
2043 51 W ROSCOE ST,SUSPECTED LEAD,SUSPECTED LEAD
3011 N DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3180 84 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3180 84 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3641 W IRVING PARK RD,SUSPECTED LEAD,SUSPECTED LEAD
4118 N KEDVALE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4118 N KEDVALE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4118 N KEDVALE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4338 42 N KEYSTONE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4034 38 W MONTROSE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4020 24 W CULLOM AVE,SUSPECTED LEAD,SUSPECTED LEAD
4034 38 W MONTROSE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4700 10 W MONTROSE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4925 W IRVING PARK RD,SUSPECTED LEAD,SUSPECTED LEAD
4041 45 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4739 43 W MONTROSE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4739 43 W MONTROSE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4662 70 W IRVING PARK RD,SUSPECTED LEAD,SUSPECTED LEAD
4662 70 W IRVING PARK RD,SUSPECTED LEAD,SUSPECTED LEAD
4100 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
4100 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
4450 W DAKIN ST,SUSPECTED LEAD,SUSPECTED LEAD
5415 W BYRON ST,SUSPECTED LEAD,SUSPECTED LEAD
4450 W DAKIN ST,SUSPECTED LEAD,SUSPECTED LEAD
3559 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4200 46 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
4200 46 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
4200 46 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
3435 N KNOX AVE,SUSPECTED LEAD,SUSPECTED LEAD
3435 N KNOX AVE,SUSPECTED LEAD,SUSPECTED LEAD
4149 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
4409 23 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
5040 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
4635 37 S WALLACE ST,SUSPECTED LEAD,SUSPECTED LEAD
4635 37 S WALLACE ST,SUSPECTED LEAD,SUSPECTED LEAD
4757 59 S HOYNE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4757 59 S HOYNE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2251 W 50TH PL,SUSPECTED LEAD,SUSPECTED LEAD
2251 W 50TH PL,SUSPECTED LEAD,SUSPECTED LEAD
5040 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
4409 23 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
4731 33 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
4340 S WENTWORTH AVE,SUSPECTED LEAD,SUSPECTED LEAD
1335 W 51ST ST,SUSPECTED LEAD,SUSPECTED LEAD
1335 W 51ST ST,SUSPECTED LEAD,SUSPECTED LEAD
4913 15 S PRINCETON AVE,SUSPECTED LEAD,SUSPECTED LEAD
1357 59 W 51ST ST,SUSPECTED LEAD,SUSPECTED LEAD
5401 03 S MAY ST,SUSPECTED LEAD,SUSPECTED LEAD
3659 S HOYNE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3659 S HOYNE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2055 W PERSHING RD,SUSPECTED LEAD,SUSPECTED LEAD
3510 24 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3510 24 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3623 S ARCHER AVE,SUSPECTED LEAD,SUSPECTED LEAD
3623 S ARCHER AVE,SUSPECTED LEAD,SUSPECTED LEAD
527 W 41ST ST,SUSPECTED LEAD,SUSPECTED LEAD
437 W 41ST ST,SUSPECTED LEAD,SUSPECTED LEAD
3815 21 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
3615 S JASPER PL,SUSPECTED LEAD,SUSPECTED LEAD
1520 W PERSHING RD,SUSPECTED LEAD,SUSPECTED LEAD
1657 59 W 35TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1657 59 W 35TH ST,SUSPECTED LEAD,SUSPECTED LEAD
3601 03 S UNION AVE,SUSPECTED LEAD,SUSPECTED LEAD
1455 W EXCHANGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1455 W EXCHANGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
527 W 41ST ST,SUSPECTED LEAD,SUSPECTED LEAD
3620 S LITUANICA AVE,SUSPECTED LEAD,SUSPECTED LEAD
4243 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1520 W PERSHING RD,SUSPECTED LEAD,SUSPECTED LEAD
1954 W 35TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1954 W 35TH ST,SUSPECTED LEAD,SUSPECTED LEAD
333 W 40TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1414 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3219 23 S MORGAN ST,SUSPECTED LEAD,SUSPECTED LEAD
3219 23 S MORGAN ST,SUSPECTED LEAD,SUSPECTED LEAD
2897 99 S ARCHER AVE,SUSPECTED LEAD,SUSPECTED LEAD
3069 71 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
3069 71 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
3050 S LYMAN ST,SUSPECTED LEAD,SUSPECTED LEAD
3050 S LYMAN ST,SUSPECTED LEAD,SUSPECTED LEAD
3044 S BONFIELD ST,SUSPECTED LEAD,SUSPECTED LEAD
1849 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
953 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1711 S RACINE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2330 S PAULINA ST,SUSPECTED LEAD,SUSPECTED LEAD
2330 S PAULINA ST,SUSPECTED LEAD,SUSPECTED LEAD
2351 S WOOD ST,SUSPECTED LEAD,SUSPECTED LEAD
1500 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2559 S DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2018 20 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2018 20 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2500 28 W 24TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1700 W 19TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1458 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1836 38 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
1836 38 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
2012 18 S PEORIA ST,SUSPECTED LEAD,SUSPECTED LEAD
1624 S LOOMIS ST,SUSPECTED LEAD,SUSPECTED LEAD
1624 S LOOMIS ST,SUSPECTED LEAD,SUSPECTED LEAD
1843 S MAY ST,SUSPECTED LEAD,SUSPECTED LEAD
1942 S MAY ST,SUSPECTED LEAD,SUSPECTED LEAD
1501 W 16TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1501 W 16TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1726 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1737 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1834 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
1458 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1500 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1919 21 S BLUE ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1919 21 S BLUE ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1008 12 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1843 S MAY ST,SUSPECTED LEAD,SUSPECTED LEAD
1942 S MAY ST,SUSPECTED LEAD,SUSPECTED LEAD
1129 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1726 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1738 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1738 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2100 02 W CERMAK RD,SUSPECTED LEAD,SUSPECTED LEAD
2100 02 W CERMAK RD,SUSPECTED LEAD,SUSPECTED LEAD
2154 58 W CERMAK RD,SUSPECTED LEAD,SUSPECTED LEAD
2154 58 W CERMAK RD,SUSPECTED LEAD,SUSPECTED LEAD
2498 S BLUE ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2498 S BLUE ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2323 25 S LEAVITT ST,SUSPECTED LEAD,SUSPECTED LEAD
2249 51 S CALIFORNIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
2323 25 S LEAVITT ST,SUSPECTED LEAD,SUSPECTED LEAD
1800 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2249 51 S CALIFORNIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
1008 12 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2025 S ALLPORT ST,SUSPECTED LEAD,SUSPECTED LEAD
1958 W 21ST ST,SUSPECTED LEAD,SUSPECTED LEAD
2339 41 S CALIFORNIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
2339 41 S CALIFORNIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
1834 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
1129 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1902 04 W CERMAK RD,SUSPECTED LEAD,SUSPECTED LEAD
2257 59 S CALIFORNIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
2257 59 S CALIFORNIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
1339 45 W 21ST ST,SUSPECTED LEAD,SUSPECTED LEAD
1932 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
1831 41 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
1831 41 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
1831 41 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
1800 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1902 04 W CERMAK RD,SUSPECTED LEAD,SUSPECTED LEAD
1958 W 21ST ST,SUSPECTED LEAD,SUSPECTED LEAD
2474 76 S BLUE ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2474 76 S BLUE ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2301 21 S ROCKWELL ST,SUSPECTED LEAD,SUSPECTED LEAD
1746 S MILLER ST,SUSPECTED LEAD,SUSPECTED LEAD
5354 N CENTRAL AVE,SUSPECTED LEAD,SUSPECTED LEAD
4849 N CENTRAL AVE,SUSPECTED LEAD,SUSPECTED LEAD
5526 W WINDSOR AVE,SUSPECTED LEAD,SUSPECTED LEAD
5526 W WINDSOR AVE,SUSPECTED LEAD,SUSPECTED LEAD
5526 W WINDSOR AVE,SUSPECTED LEAD,SUSPECTED LEAD
4849 N CENTRAL AVE,SUSPECTED LEAD,SUSPECTED LEAD
4849 N CENTRAL AVE,SUSPECTED LEAD,SUSPECTED LEAD
5536 W HIGGINS AVE,SUSPECTED LEAD,SUSPECTED LEAD
5447 N NORTHWEST HWY,SUSPECTED LEAD,SUSPECTED LEAD
5550 58 N NORTHWEST HWY,SUSPECTED LEAD,SUSPECTED LEAD
5930 W GUNNISON ST,SUSPECTED LEAD,SUSPECTED LEAD
5930 W GUNNISON ST,SUSPECTED LEAD,SUSPECTED LEAD
5774 76 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4757 63 N LONDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
4803 07 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4803 07 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
5774 76 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4757 63 N LONDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
5351 N FOREST GLEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
4313 25 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4313 25 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
5231 61 N PULASKI RD,SUSPECTED LEAD,SUSPECTED LEAD
4200 08 W HIRSCH ST,SUSPECTED LEAD,SUSPECTED LEAD
4200 08 W HIRSCH ST,SUSPECTED LEAD,SUSPECTED LEAD
923 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
859 N HAMLIN AVE,SUSPECTED LEAD,SUSPECTED LEAD
859 N HAMLIN AVE,SUSPECTED LEAD,SUSPECTED LEAD
5815 25 W DIVISION ST,SUSPECTED LEAD,SUSPECTED LEAD
932 34 N WALLER AVE,SUSPECTED LEAD,SUSPECTED LEAD
932 34 N WALLER AVE,SUSPECTED LEAD,SUSPECTED LEAD
5614 24 W CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
5614 24 W CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
955 59 N WALLER AVE,SUSPECTED LEAD,SUSPECTED LEAD
955 59 N WALLER AVE,SUSPECTED LEAD,SUSPECTED LEAD
1240 N HOMAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
1522 N LEAMINGTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
4427 31 W DIVISION ST,SUSPECTED LEAD,SUSPECTED LEAD
4701 19 W IOWA ST,SUSPECTED LEAD,SUSPECTED LEAD
4821 23 W CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
4821 23 W CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
4255 57 W DIVISION ST,SUSPECTED LEAD,SUSPECTED LEAD
4255 57 W DIVISION ST,SUSPECTED LEAD,SUSPECTED LEAD
4701 19 W IOWA ST,SUSPECTED LEAD,SUSPECTED LEAD
4901 17 W LE MOYNE ST,SUSPECTED LEAD,SUSPECTED LEAD
4901 17 W LE MOYNE ST,SUSPECTED LEAD,SUSPECTED LEAD
2526 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
2235 45 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
2235 45 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
2769 89 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2704 N WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2704 N WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3901 05 W SCHUBERT AVE,SUSPECTED LEAD,SUSPECTED LEAD
3901 05 W SCHUBERT AVE,SUSPECTED LEAD,SUSPECTED LEAD
2643 51 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3514 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
3514 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
1926 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2720 24 W NORTH AVE,SUSPECTED LEAD,SUSPECTED LEAD
3632 36 W ARMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3632 36 W ARMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1926 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2720 24 W NORTH AVE,SUSPECTED LEAD,SUSPECTED LEAD
3022 24 W WABANSIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
3238 42 W ARMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3572 74 W CORTLAND ST,SUSPECTED LEAD,SUSPECTED LEAD
3572 74 W CORTLAND ST,SUSPECTED LEAD,SUSPECTED LEAD
3022 24 W WABANSIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
3525 29 W ARMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3525 29 W ARMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1850 N FAIRFIELD AVE,SUSPECTED LEAD,SUSPECTED LEAD
1617 N ARTESIAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2047 N MOZART ST,SUSPECTED LEAD,SUSPECTED LEAD
2659 W HOMER ST,SUSPECTED LEAD,SUSPECTED LEAD
2659 W HOMER ST,SUSPECTED LEAD,SUSPECTED LEAD
2206 08 N TALMAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2206 08 N TALMAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2659 W ARMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2855 63 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2855 63 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2841 W DICKENS AVE,SUSPECTED LEAD,SUSPECTED LEAD
2841 W DICKENS AVE,SUSPECTED LEAD,SUSPECTED LEAD
2055 57 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2055 57 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2600 02 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2091 99 N STAVE ST,SUSPECTED LEAD,SUSPECTED LEAD
2091 99 N STAVE ST,SUSPECTED LEAD,SUSPECTED LEAD
2129 31 N MOZART ST,SUSPECTED LEAD,SUSPECTED LEAD
2600 02 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2412 N WASHTENAW AVE,SUSPECTED LEAD,SUSPECTED LEAD
2162 N CLAREMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
1669 81 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2025 W ST PAUL AVE,SUSPECTED LEAD,SUSPECTED LEAD
2236 W LYNDALE ST,SUSPECTED LEAD,SUSPECTED LEAD
2022 26 W DICKENS AVE,SUSPECTED LEAD,SUSPECTED LEAD
2333 35 N WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2333 35 N WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2016 W WEBSTER AVE,SUSPECTED LEAD,SUSPECTED LEAD
6740 S PAULINA ST,SUSPECTED LEAD,SUSPECTED LEAD
5837 45 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
5837 45 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
6601 03 S BISHOP ST,SUSPECTED LEAD,SUSPECTED LEAD
5701 03 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
5701 03 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
1608 10 W 63RD ST,SUSPECTED LEAD,SUSPECTED LEAD
5701 03 S THROOP ST,SUSPECTED LEAD,SUSPECTED LEAD
6617 23 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
6617 23 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
6601 03 S LAFLIN ST,SUSPECTED LEAD,SUSPECTED LEAD
6601 03 S LAFLIN ST,SUSPECTED LEAD,SUSPECTED LEAD
6211 13 S LOOMIS BLVD,SUSPECTED LEAD,SUSPECTED LEAD
6211 13 S LOOMIS BLVD,SUSPECTED LEAD,SUSPECTED LEAD
5727 S RACINE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1356 W 61ST ST,SUSPECTED LEAD,SUSPECTED LEAD
1356 W 61ST ST,SUSPECTED LEAD,SUSPECTED LEAD
1254 W 63RD ST,SUSPECTED LEAD,SUSPECTED LEAD
1254 W 63RD ST,SUSPECTED LEAD,SUSPECTED LEAD
1608 10 W 63RD ST,SUSPECTED LEAD,SUSPECTED LEAD
6314 20 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
5411 N ARTESIAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2429 W WINNEMAC AVE,SUSPECTED LEAD,SUSPECTED LEAD
2450 W FOSTER AVE,SUSPECTED LEAD,SUSPECTED LEAD
4800 06 N ROCKWELL ST,SUSPECTED LEAD,SUSPECTED LEAD
4800 06 N ROCKWELL ST,SUSPECTED LEAD,SUSPECTED LEAD
4931 35 N CLAREMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
2708 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2708 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2708 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4700 06 N ARTESIAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
4700 06 N ARTESIAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2701 03 W GIDDINGS ST,SUSPECTED LEAD,SUSPECTED LEAD
2701 03 W GIDDINGS ST,SUSPECTED LEAD,SUSPECTED LEAD
3714 W GIDDINGS ST,SUSPECTED LEAD,SUSPECTED LEAD
3752 W LELAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
3756 W LELAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
4855 59 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
4855 59 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
3247 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3247 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3200 08 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3316 20 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3316 20 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3600 06 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3600 06 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3034 44 W LELAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
3034 44 W LELAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
5119 N SPRINGFIELD AVE,SUSPECTED LEAD,SUSPECTED LEAD
5101 N SPRINGFIELD AVE,SUSPECTED LEAD,SUSPECTED LEAD
5345 N VIRGINIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
5119 N SPRINGFIELD AVE,SUSPECTED LEAD,SUSPECTED LEAD
3849 W FOSTER AVE,SUSPECTED LEAD,SUSPECTED LEAD
5101 N SPRINGFIELD AVE,SUSPECTED LEAD,SUSPECTED LEAD
5345 N VIRGINIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
3945 W AINSLIE ST UNIT,SUSPECTED LEAD,SUSPECTED LEAD
3945 W AINSLIE ST UNIT,SUSPECTED LEAD,SUSPECTED LEAD
3945 W AINSLIE ST UNIT,SUSPECTED LEAD,SUSPECTED LEAD
3945 W AINSLIE ST UNIT,SUSPECTED LEAD,SUSPECTED LEAD
3941 W AINSLIE ST UNIT,SUSPECTED LEAD,SUSPECTED LEAD
5101 N SPRINGFIELD AVE,SUSPECTED LEAD,SUSPECTED LEAD
2103 W WILSON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2156 W LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4715 17 N HAMILTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
4715 17 N HAMILTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
4615 33 N DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
4615 33 N DAMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3636 W 116TH ST,SUSPECTED LEAD,SUSPECTED LEAD
3636 W 116TH PL,SUSPECTED LEAD,SUSPECTED LEAD
3636 W 116TH ST,SUSPECTED LEAD,SUSPECTED LEAD
3636 W 116TH PL,SUSPECTED LEAD,SUSPECTED LEAD
10714 S SAWYER AVE,SUSPECTED LEAD,SUSPECTED LEAD
10714 S SAWYER AVE,SUSPECTED LEAD,SUSPECTED LEAD
2617 W 105TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2617 W 105TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2617 W 105TH ST,SUSPECTED LEAD,SUSPECTED LEAD
3359 W 110TH ST,SUSPECTED LEAD,SUSPECTED LEAD
6209 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6209 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6211 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6219 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6254 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6270 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6276 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6234 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6270 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6211 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6219 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6221 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6244 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6244 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6246 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6276 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6242 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6242 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6226 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6207 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6215 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6289 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6045 N KEYSTONE AVE,SUSPECTED LEAD,SUSPECTED LEAD
6327 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6045 N KEYSTONE AVE,SUSPECTED LEAD,SUSPECTED LEAD
6221 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
6283 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6283 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6285 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6285 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6289 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6333 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6335 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6335 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6327 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6333 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6339 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6339 N CICERO AVE,SUSPECTED LEAD,SUSPECTED LEAD
6100 N KIRKWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
