Address,Private Service Line Material,Public Service Line Material
8540 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8856 S RIDGELAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8900 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8142 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8410 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
9130 38 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8641 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
2014 24 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8645 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8700 S CREGIER AVE,SUSPECTED LEAD,SUSPECTED LEAD
9049 57 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8736 46 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8819 S LUELLA AVE,SUSPECTED LEAD,SUSPECTED LEAD
1901 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2121 25 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2151 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9414 24 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
7900 10 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8014 22 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8001 13 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8000 10 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8054 58 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
1835 45 E 84TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8600 02 S EUCLID AVE,SUSPECTED LEAD,SUSPECTED LEAD
2207 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1604 10 E 82ND ST,SUSPECTED LEAD,SUSPECTED LEAD
1700 02 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1710 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1858 60 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1906 10 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8515 17 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8523 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1600 10 E 85TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1654 58 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8901 15 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1639 41 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1651 57 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1701 11 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1719 21 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1743 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8204 06 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8340 42 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8810 16 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1918 34 E 95TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8057 59 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8155 59 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
7959 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8041 49 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8200 04 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8221 23 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8231 33 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1654 E 83RD PL,SUSPECTED LEAD,SUSPECTED LEAD
8514 20 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8560 62 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
1701 05 E 85TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1905 09 E 86TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8701 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8148 50 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9238 40 S EUCLID AVE,SUSPECTED LEAD,SUSPECTED LEAD
7934 38 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
7946 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8005 09 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8016 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8018 20 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8443 45 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8549 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8561 67 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8611 13 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8646 48 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
1814 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1750 52 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1934 44 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8849 59 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8618 24 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9330 S BENNETT AVE,SUSPECTED LEAD,SUSPECTED LEAD
9014 20 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9141 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9159 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9100 20 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9224 44 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9252 58 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9146 S CONSTANCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9100 11 S CREGIER AVE,SUSPECTED LEAD,SUSPECTED LEAD
8372 78 S ANTHONY AVE,SUSPECTED LEAD,SUSPECTED LEAD
8809 15 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8949 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8714 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9241 43 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8230 32 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8059 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8127 29 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8227 29 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2046 52 E 80TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2021 E 81ST ST,SUSPECTED LEAD,SUSPECTED LEAD
2053 55 E 81ST ST,SUSPECTED LEAD,SUSPECTED LEAD
8414 22 S CREGIER AVE,SUSPECTED LEAD,SUSPECTED LEAD
8507 09 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2217 19 E 84TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8434 36 S CREGIER AVE,SUSPECTED LEAD,SUSPECTED LEAD
8606 08 S EUCLID AVE,SUSPECTED LEAD,SUSPECTED LEAD
8500 10 S EAST END AVE,SUSPECTED LEAD,SUSPECTED LEAD
8034 36 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8214 16 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8614 16 S EUCLID AVE,SUSPECTED LEAD,SUSPECTED LEAD
1631 33 E 86TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1635 37 E 86TH PL,SUSPECTED LEAD,SUSPECTED LEAD
9320 22 S BENNETT AVE,SUSPECTED LEAD,SUSPECTED LEAD
8028 30 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8223 25 S CORNELL AVE,SUSPECTED LEAD,SUSPECTED LEAD
1731 33 E 86TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1623 E 86TH PL,SUSPECTED LEAD,SUSPECTED LEAD
8150 52 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8227 29 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
7948 50 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8046 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2134 E 80TH ST,SUSPECTED LEAD,SUSPECTED LEAD
7944 46 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
7951 53 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8223 25 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8229 31 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
2035 37 E 81ST ST,SUSPECTED LEAD,SUSPECTED LEAD
2102 10 E 82ND ST,SUSPECTED LEAD,SUSPECTED LEAD
8406 08 S EAST END AVE,SUSPECTED LEAD,SUSPECTED LEAD
1632 E 83RD PL,SUSPECTED LEAD,SUSPECTED LEAD
1900 10 E 84TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8506 08 S CONSTANCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1736 38 E 85TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1613 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8707 S EUCLID AVE,SUSPECTED LEAD,SUSPECTED LEAD
8700 10 S BENNETT AVE,SUSPECTED LEAD,SUSPECTED LEAD
2020 24 E 83RD ST,SUSPECTED LEAD,SUSPECTED LEAD
8816 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8958 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8850 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8200 08 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8210 16 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8220 26 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8210 S CORNELL AVE,SUSPECTED LEAD,SUSPECTED LEAD
7904 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2100 E 83RD ST,SUSPECTED LEAD,SUSPECTED LEAD
8600 S CREGIER AVE,SUSPECTED LEAD,SUSPECTED LEAD
8459 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
7930 32 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8100 04 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8205 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
8001 09 S PAXTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8130 32 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7953 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8212 44 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8201 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
1709 11 E 84TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8614 16 S CREGIER AVE,SUSPECTED LEAD,SUSPECTED LEAD
8555 59 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1643 47 E 85TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1657 59 E 85TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1627 33 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1613 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1941 45 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2143 E 87TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8050 56 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8828 32 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
7984 92 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8255 71 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8044 50 S CONSTANCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8108 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8029 37 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8028 42 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8449 53 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8440 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8547 51 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8006 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8012 20 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8840 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9210 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
9300 S STONY ISLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
8015 17 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
7914 16 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
10319 S CALHOUN AVE,SUSPECTED LEAD,SUSPECTED LEAD
10107 S OGLESBY AVE,SUSPECTED LEAD,SUSPECTED LEAD
10107 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
10049 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
10031 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
10055 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9930 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9928 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1931 E 96TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9940 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9810 S MERRION AVE,SUSPECTED LEAD,SUSPECTED LEAD
2229 E 97TH ST,SUSPECTED LEAD,SUSPECTED LEAD
10352 S OGLESBY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2408 E 103RD ST THOUSE B,SUSPECTED LEAD,SUSPECTED LEAD
2311 E 103RD ST,SUSPECTED LEAD,SUSPECTED LEAD
9945 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9947 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9949 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
8105 S HOUSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8329 31 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
8444 46 S SAGINAW AVE,SUSPECTED LEAD,SUSPECTED LEAD
8535 37 S SAGINAW AVE,SUSPECTED LEAD,SUSPECTED LEAD
8555 57 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
8308 12 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8110 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
8041 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8029 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8011 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8019 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8105 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
7959 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8111 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8132 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
7920 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
2546 E 96TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9037 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
9041 45 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9100 02 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
9233 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9319 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9345 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9353 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9208 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9200 02 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9130 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8915 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
9053 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9009 S LUELLA AVE,SUSPECTED LEAD,SUSPECTED LEAD
8933 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8932 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9110 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9020 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8936 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8953 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9150 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8928 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8901 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9204 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8920 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8921 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9026 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8922 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8926 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9036 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9140 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9356 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9004 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9156 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
9334 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9340 S MARQUETTE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8753 S SAGINAW AVE,SUSPECTED LEAD,SUSPECTED LEAD
8050 52 S EXCHANGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8337 S PHILLIPS AVE,SUSPECTED LEAD,SUSPECTED LEAD
8337 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8509 11 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8644 S ESSEX AVE,SUSPECTED LEAD,SUSPECTED LEAD
8515 S PHILLIPS AVE,SUSPECTED LEAD,SUSPECTED LEAD
8349 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8128 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8240 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8051 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8101 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8117 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8121 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8129 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
7915 S SAGINAW AVE UNIT A,SUSPECTED LEAD,SUSPECTED LEAD
7915 S SAGINAW AVE UNIT B,SUSPECTED LEAD,SUSPECTED LEAD
7915 S SAGINAW AVE UNIT C,SUSPECTED LEAD,SUSPECTED LEAD
7915 S SAGINAW AVE UNIT D,SUSPECTED LEAD,SUSPECTED LEAD
7915 S SAGINAW AVE UNIT E,SUSPECTED LEAD,SUSPECTED LEAD
2548 E 96TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9740 S TORRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9323 25 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9235 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
9340 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9343 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9327 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9040 S LUELLA AVE,SUSPECTED LEAD,SUSPECTED LEAD
9106 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9200 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9032 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9052 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9058 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9352 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9006 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9354 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8956 S OGLESBY AVE,SUSPECTED LEAD,SUSPECTED LEAD
9322 S ESSEX AVE,SUSPECTED LEAD,SUSPECTED LEAD
9122 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8900 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8904 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9000 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9142 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9346 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9940 42 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
10126 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
10144 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
10039 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
10044 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9749 S MERRILL AVE,SUSPECTED LEAD,SUSPECTED LEAD
9631 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9846 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9922 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9853 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9858 S BENSLEY AVE,SUSPECTED LEAD,SUSPECTED LEAD
9627 S CALHOUN AVE,SUSPECTED LEAD,SUSPECTED LEAD
9943 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9939 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9845 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9919 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
9927 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
2208 E 100TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9935 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
10316 S CALHOUN AVE,SUSPECTED LEAD,SUSPECTED LEAD
10302 S HOXIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2223 E 100TH ST UNIT A,SUSPECTED LEAD,SUSPECTED LEAD
2517 E 98TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2400 E 103RD ST UNIT B,SUSPECTED LEAD,SUSPECTED LEAD
2408 E 103RD ST THOUSE A,SUSPECTED LEAD,SUSPECTED LEAD
9955 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
7940 42 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9154 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9324 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8043 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9227 29 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9210 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9016 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
7931 S ESCANABA AVE,SUSPECTED LEAD,SUSPECTED LEAD
9136 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8311 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
10050 S CALHOUN AVE,SUSPECTED LEAD,SUSPECTED LEAD
9740 S YATES AVE,SUSPECTED LEAD,SUSPECTED LEAD
8716 30 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
7915 S SAGINAW AVE UNIT F,SUSPECTED LEAD,SUSPECTED LEAD
8934 S YATES BLVD,SUSPECTED LEAD,SUSPECTED LEAD
9341 S CLYDE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2235 E 92ND PL,SUSPECTED LEAD,SUSPECTED LEAD
2149 E 97TH PL,SUSPECTED LEAD,SUSPECTED LEAD
9520 S MERRION AVE,SUSPECTED LEAD,SUSPECTED LEAD
7946 S MARQUETTE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8314 16 S BURNHAM AVE,SUSPECTED LEAD,SUSPECTED LEAD
9100 02 S SAGINAW AVE,SUSPECTED LEAD,SUSPECTED LEAD
10014 18 S TORRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2641 E 93RD ST,SUSPECTED LEAD,SUSPECTED LEAD
7911 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8100 02 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
2151 E 83RD ST,SUSPECTED LEAD,SUSPECTED LEAD
2647 E 88TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2653 E 88TH ST,SUSPECTED LEAD,SUSPECTED LEAD
7922 26 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
7951 55 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
7957 59 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8230 S MUSKEGON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9072 78 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
2544 E 95TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9901 S CRANDON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9037 39 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8003 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
7957 59 S MARQUETTE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7914 16 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
7941 47 S MARQUETTE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8156 58 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8201 03 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
8041 45 S MANISTEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8047 55 S MANISTEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2133 E 95TH ST,SUSPECTED LEAD,SUSPECTED LEAD
9136 S SOUTH CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
8656 58 S ESSEX AVE,SUSPECTED LEAD,SUSPECTED LEAD
